Shear rate, Shear viscosity, stdev
s^-1, mPa s, mPa s
200000000.0, 269.75636533333335, 7.301079747562014
300000000.0, 189.373691, 1.0644746100943638
400000000.0, 148.11984, 0.5065081165207297
500000000.0, 124.003232, 1.5768093984153946
600000000.0, 106.84303466666665, 0.6289593302900336
700000000.0, 93.40053323333333, 0.4374812410638744
800000000.0, 83.49249766666667, 0.6488342047255387
900000000.0, 75.90379686666667, 0.3236786348074226
1000000000.0, 68.83180023333333, 0.0821996423167938
